id,name,fullname,type,is_category,internal_type,external
8516,2000-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV06.2000-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8517,2000-PROCESS,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV06.2000-PROCESS,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8518,MAINLINE,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV06.MAINLINE,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8519,9999-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV07.9999-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8520,9999-ERROR-DISPLAY,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV07.9999-ERROR-DISPLAY,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8521,9000-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV07.9000-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8522,9000-DBERROR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV07.9000-DBERROR,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8523,2300-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV07.2300-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8524,2300-CLOSE-CURSOR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV07.2300-CLOSE-CURSOR,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8525,2200-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV07.2200-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8526,2200-FETCH-CURSOR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV07.2200-FETCH-CURSOR,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8527,2100-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV07.2100-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8528,2100-OPEN-CURSOR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV07.2100-OPEN-CURSOR,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8529,2000-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV07.2000-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8530,2000-PROCESS,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV07.2000-PROCESS,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8531,MAINLINE,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV07.MAINLINE,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8532,9999-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV08.9999-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8533,9999-ERROR-DISPLAY,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV08.9999-ERROR-DISPLAY,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8534,9000-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV08.9000-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8535,9000-DBERROR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV08.9000-DBERROR,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8536,2300-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV08.2300-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8537,2300-CLOSE-CURSOR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV08.2300-CLOSE-CURSOR,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8538,2200-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV08.2200-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8539,2200-FETCH-CURSOR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV08.2200-FETCH-CURSOR,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8540,2100-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV08.2100-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8541,2100-OPEN-CURSOR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV08.2100-OPEN-CURSOR,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8542,2000-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV08.2000-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8543,2000-PROCESS,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV08.2000-PROCESS,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8544,MAINLINE,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV08.MAINLINE,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8545,9999-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV09.9999-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8546,9999-ERROR-DISPLAY,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV09.9999-ERROR-DISPLAY,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8547,9000-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV09.9000-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8548,9000-DBERROR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV09.9000-DBERROR,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8549,2300-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV09.2300-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8550,2300-CLOSE-CURSOR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV09.2300-CLOSE-CURSOR,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8551,2200-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV09.2200-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8552,2200-FETCH-CURSOR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV09.2200-FETCH-CURSOR,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8553,2100-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV09.2100-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8554,2100-OPEN-CURSOR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV09.2100-OPEN-CURSOR,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8555,2000-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV09.2000-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8556,2000-PROCESS,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV09.2000-PROCESS,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8557,MAINLINE,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV09.MAINLINE,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8558,9999-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV10.9999-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8559,9999-ERROR-DISPLAY,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV10.9999-ERROR-DISPLAY,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8560,9000-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV10.9000-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8561,9000-DBERROR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV10.9000-DBERROR,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8562,2300-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV10.2300-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8563,2300-CLOSE-CURSOR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV10.2300-CLOSE-CURSOR,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8564,2200-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV10.2200-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8565,2200-FETCH-CURSOR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV10.2200-FETCH-CURSOR,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8566,2100-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV10.2100-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8567,2100-OPEN-CURSOR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV10.2100-OPEN-CURSOR,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8568,2000-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV10.2000-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8569,2000-PROCESS,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV10.2000-PROCESS,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8570,MAINLINE,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV10.MAINLINE,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8571,9999-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV11.9999-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8572,9999-ERROR-DISPLAY,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV11.9999-ERROR-DISPLAY,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8573,9000-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV11.9000-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8574,9000-DBERROR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV11.9000-DBERROR,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8575,2300-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV11.2300-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8576,2300-CLOSE-CURSOR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV11.2300-CLOSE-CURSOR,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8577,2200-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV11.2200-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8578,2200-FETCH-CURSOR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV11.2200-FETCH-CURSOR,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8579,2100-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV11.2100-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8580,2100-OPEN-CURSOR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV11.2100-OPEN-CURSOR,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8581,2000-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV11.2000-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8582,2000-PROCESS,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV11.2000-PROCESS,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8583,MAINLINE,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV11.MAINLINE,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8584,9999-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV12.9999-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8585,9999-ERROR-DISPLAY,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV12.9999-ERROR-DISPLAY,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8586,2000-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV12.2000-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8587,2000-PROCESS,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV12.2000-PROCESS,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8588,MAINLINE,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV12.MAINLINE,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8589,9999-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV13.9999-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8590,9999-ERROR-DISPLAY,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV13.9999-ERROR-DISPLAY,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8591,2000-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV13.2000-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8592,2000-PROCESS,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV13.2000-PROCESS,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8593,MAINLINE,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV13.MAINLINE,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8594,9999-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV14.9999-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8595,9999-ERROR-DISPLAY,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV14.9999-ERROR-DISPLAY,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8596,2000-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV14.2000-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8597,2000-PROCESS,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV14.2000-PROCESS,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8598,MAINLINE,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV14.MAINLINE,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8599,9999-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV15.9999-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8600,9999-ERROR-DISPLAY,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV15.9999-ERROR-DISPLAY,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8601,2000-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV15.2000-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8602,2000-PROCESS,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV15.2000-PROCESS,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8603,MAINLINE,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV15.MAINLINE,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8604,9999-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV16.9999-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8605,9999-ERROR-DISPLAY,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV16.9999-ERROR-DISPLAY,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8606,2000-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV16.2000-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8607,2000-PROCESS,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV16.2000-PROCESS,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8608,MAINLINE,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV16.MAINLINE,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8609,9999-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV17.9999-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8610,9999-ERROR-DISPLAY,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV17.9999-ERROR-DISPLAY,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8611,2000-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV17.2000-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8612,2000-PROCESS,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV17.2000-PROCESS,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8613,MAINLINE,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV17.MAINLINE,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8614,9999-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV18.9999-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8615,9999-ERROR-DISPLAY,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV18.9999-ERROR-DISPLAY,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8616,2000-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV18.2000-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8617,2000-PROCESS,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV18.2000-PROCESS,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8618,MAINLINE,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV18.MAINLINE,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8619,9999-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV19.9999-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8620,9999-ERROR-DISPLAY,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV19.9999-ERROR-DISPLAY,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8621,2000-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV19.2000-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8622,2000-PROCESS,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV19.2000-PROCESS,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8623,MAINLINE,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV19.MAINLINE,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8624,9999-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV20.9999-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8625,9999-ERROR-DISPLAY,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBASV20.9999-ERROR-DISPLAY,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
