id,name,fullname,type,is_category,internal_type,external
8909,MERGE-FILE,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBFUNC2.MERGE-FILE,Cobol Data Link,Cobol Data Link,CAST_COBOL_SortDescription,1
8910,OUTFILE,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBFUNC2.OUTFILE,Cobol File Link,Cobol File Link,CAST_COBOL_SavedFileDescription,1
8911,DEPTDATA2,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBFUNC2.DEPTDATA2,Cobol File Link,Cobol File Link,CAST_COBOL_SavedFileDescription,1
8912,DEPTDATA1,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBFUNC2.DEPTDATA1,Cobol File Link,Cobol File Link,CAST_COBOL_SavedFileDescription,1
8913,100-MAIN-MODULE,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBFUNC3.100-MAIN-MODULE,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
8914,EMPDATA,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBFUNC3.EMPDATA,Cobol File Link,Cobol File Link,CAST_COBOL_SavedFileDescription,1
8915,9999-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBHDAT1.9999-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8916,9999-ERROR-DISPLAY,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBHDAT1.9999-ERROR-DISPLAY,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8917,9000-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBHDAT1.9000-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8918,9000-DBERROR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBHDAT1.9000-DBERROR,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8919,4000-EMPHDATE-CLOSE-CURSOR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBHDAT1.4000-EMPHDATE-CLOSE-CURSOR,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8920,3000-FETCH-EMPLOYEE-RECORD,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBHDAT1.3000-FETCH-EMPLOYEE-RECORD,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8921,2000-EMPHDATE-OPEN-CURSOR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBHDAT1.2000-EMPHDATE-OPEN-CURSOR,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8922,<BEGINNING-OF-PROCEDURE-DIVISION>,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBHDAT1.<BEGINNING-OF-PROCEDURE-DIVISION>,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8923,9999-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBHDAT2.9999-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8924,9999-ERROR-DISPLAY,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBHDAT2.9999-ERROR-DISPLAY,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8925,9000-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBHDAT2.9000-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8926,9000-DBERROR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBHDAT2.9000-DBERROR,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8927,4000-EMPHDATE-CLOSE-CURSOR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBHDAT2.4000-EMPHDATE-CLOSE-CURSOR,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8928,3000-FETCH-EMPLOYEE-RECORD,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBHDAT2.3000-FETCH-EMPLOYEE-RECORD,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8929,2000-EMPHDATE-OPEN-CURSOR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBHDAT2.2000-EMPHDATE-OPEN-CURSOR,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8930,<BEGINNING-OF-PROCEDURE-DIVISION>,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBHDAT2.<BEGINNING-OF-PROCEDURE-DIVISION>,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8931,200-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBIMSB1.200-EXIT,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
8932,200-PRINTDEPT-MODULE,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBIMSB1.200-PRINTDEPT-MODULE,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
8933,100-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBIMSB1.100-EXIT,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
8934,100-MAIN-MODULE,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBIMSB1.100-MAIN-MODULE,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
8935,DBDCOMP1,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBIMSB1.DBDCOMP1,Cobol File Link,Cobol File Link,CAST_COBOL_SavedFileDescription,1
8937,200-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBIMSB2.200-EXIT,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
8938,200-PRINTDEPT-MODULE,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBIMSB2.200-PRINTDEPT-MODULE,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
8939,100-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBIMSB2.100-EXIT,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
8940,100-MAIN-MODULE,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBIMSB2.100-MAIN-MODULE,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
8941,DBDGSAM,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBIMSB2.DBDGSAM,Cobol File Link,Cobol File Link,CAST_COBOL_SavedFileDescription,1
8942,200-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBIMSO1.200-EXIT,Cobol Paragraph,Cobol Program TP,CAST_COBOL_SavedParagraph,1
8943,200-WRITEJOBDETAILS-MODULE,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBIMSO1.200-WRITEJOBDETAILS-MODULE,Cobol Paragraph,Cobol Program TP,CAST_COBOL_SavedParagraph,1
8944,100-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBIMSO1.100-EXIT,Cobol Paragraph,Cobol Program TP,CAST_COBOL_SavedParagraph,1
8945,100-MAIN-MODULE,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBIMSO1.100-MAIN-MODULE,Cobol Paragraph,Cobol Program TP,CAST_COBOL_SavedParagraph,1
8946,9999-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBMSGDP.9999-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8947,9999-ERROR-DISPLAY,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBMSGDP.9999-ERROR-DISPLAY,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8948,9000-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBMSGDP.9000-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8949,9000-DBERROR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBMSGDP.9000-DBERROR,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8950,4000-READ-EMPLOYEE-MESSAGES,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBMSGDP.4000-READ-EMPLOYEE-MESSAGES,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8951,<BEGINNING-OF-PROCEDURE-DIVISION>,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBMSGDP.<BEGINNING-OF-PROCEDURE-DIVISION>,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8952,9999-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBPHOTO.9999-EXIT,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
8953,9999-ERROR-DISPLAY,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBPHOTO.9999-ERROR-DISPLAY,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
8954,9000-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBPHOTO.9000-EXIT,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
8955,9000-DBERROR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBPHOTO.9000-DBERROR,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
8956,2300-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBPHOTO.2300-EXIT,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
8957,2300-CLOSE-CURSOR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBPHOTO.2300-CLOSE-CURSOR,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
8958,2200-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBPHOTO.2200-EXIT,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
8959,2200-FETCH-CURSOR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBPHOTO.2200-FETCH-CURSOR,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
8960,2100-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBPHOTO.2100-EXIT,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
8961,2100-OPEN-CURSOR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBPHOTO.2100-OPEN-CURSOR,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
8962,2000-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBPHOTO.2000-EXIT,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
8963,2000-PROCESS,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBPHOTO.2000-PROCESS,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
8964,MAINLINE,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBPHOTO.MAINLINE,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
8965,EMPPHOTO,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\other].EMPPHOTO,Cobol CopyBook,Cobol CopyBook,CAST_COBOL_Copybook,1
8966,9999-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBPRJCT.9999-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8967,9999-ERROR-DISPLAY,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBPRJCT.9999-ERROR-DISPLAY,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8968,9000-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBPRJCT.9000-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8969,9000-DBERROR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBPRJCT.9000-DBERROR,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8970,2300-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBPRJCT.2300-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8971,2300-CLOSE-CURSOR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBPRJCT.2300-CLOSE-CURSOR,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8972,2200-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBPRJCT.2200-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8973,2200-FETCH-CURSOR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBPRJCT.2200-FETCH-CURSOR,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8974,2100-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBPRJCT.2100-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8975,2100-OPEN-CURSOR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBPRJCT.2100-OPEN-CURSOR,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8976,2000-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBPRJCT.2000-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8977,2000-PROCESS,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBPRJCT.2000-PROCESS,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8978,MAINLINE,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBPRJCT.MAINLINE,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8979,PROJECT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\other].PROJECT,Cobol CopyBook,Cobol CopyBook,CAST_COBOL_Copybook,1
8980,9999-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBPRJDP.9999-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8981,9999-ERROR-DISPLAY,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBPRJDP.9999-ERROR-DISPLAY,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8982,9000-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBPRJDP.9000-EXIT,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8983,9000-DBERROR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBPRJDP.9000-DBERROR,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8984,5000-UPDATE-PROJECT-DETAILS,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBPRJDP.5000-UPDATE-PROJECT-DETAILS,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8985,4000-READ-PROJECT-DETAILS,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBPRJDP.4000-READ-PROJECT-DETAILS,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8986,<BEGINNING-OF-PROCEDURE-DIVISION>,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBPRJDP.<BEGINNING-OF-PROCEDURE-DIVISION>,Cobol Paragraph,Cobol Program,CAST_COBOL_SavedParagraph,1
8987,9999-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBRESUM.9999-EXIT,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
8988,9999-ERROR-DISPLAY,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBRESUM.9999-ERROR-DISPLAY,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
8989,9000-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBRESUM.9000-EXIT,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
8990,9000-DBERROR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBRESUM.9000-DBERROR,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
8991,2300-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBRESUM.2300-EXIT,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
8992,2300-CLOSE-CURSOR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBRESUM.2300-CLOSE-CURSOR,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
8993,2200-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBRESUM.2200-EXIT,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
8994,2200-FETCH-CURSOR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBRESUM.2200-FETCH-CURSOR,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
8995,2100-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBRESUM.2100-EXIT,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
8996,2100-OPEN-CURSOR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBRESUM.2100-OPEN-CURSOR,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
8997,2000-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBRESUM.2000-EXIT,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
8998,2000-PROCESS,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBRESUM.2000-PROCESS,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
8999,MAINLINE,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBRESUM.MAINLINE,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
9000,EMPRESUM,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\other].EMPRESUM,Cobol CopyBook,Cobol CopyBook,CAST_COBOL_Copybook,1
9001,9999-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBRPT01.9999-EXIT,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
9002,9999-ERROR-DISPLAY,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBRPT01.9999-ERROR-DISPLAY,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
9003,9000-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBRPT01.9000-EXIT,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
9004,9000-DBERROR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBRPT01.9000-DBERROR,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
9005,2300-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBRPT01.2300-EXIT,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
9006,2300-CLOSE-CURSOR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBRPT01.2300-CLOSE-CURSOR,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
9007,2200-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBRPT01.2200-EXIT,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
9008,2200-FETCH-CURSOR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBRPT01.2200-FETCH-CURSOR,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
9009,2100-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBRPT01.2100-EXIT,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
9010,2100-OPEN-CURSOR,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBRPT01.2100-OPEN-CURSOR,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
9011,2000-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBRPT01.2000-EXIT,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
9012,2000-PROCESS,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBRPT01.2000-PROCESS,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
9013,MAINLINE,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBRPT01.MAINLINE,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
9014,9999-EXIT,[C:\CASTMS\Deploy_demo\Banking system\main_sources\StockManagementCobol\LegacyStockMngt\Mainframe\PROG-BATCH].COBRPT02.9999-EXIT,Cobol Paragraph,Cobol Program Batch,CAST_COBOL_SavedParagraph,1
